app_id,day,model,feature,contribution
com.google.flood2,19,M1,stickiness,0.1646
com.google.flood2,19,M1,dau,97.1683
com.google.flood2,19,M1,crash_rate,-1.2127
com.google.flood2,19,M1,mau,2.4309
com.google.flood2,20,M1,stickiness,-0.6221
com.google.flood2,20,M1,dau,-3.1553
com.google.flood2,20,M1,crash_rate,-0.1553
com.google.flood2,20,M1,mau,2.5454
com.google.flood2,21,M1,stickiness,-0.6802
com.google.flood2,21,M1,dau,-4.4446
com.google.flood2,21,M1,crash_rate,-0.7047
com.google.flood2,21,M1,mau,2.6697
com.google.flood2,22,M1,stickiness,-0.6653
com.google.flood2,22,M1,dau,-3.9683
com.google.flood2,22,M1,crash_rate,-0.0417
com.google.flood2,22,M1,mau,2.8118
com.google.flood2,23,M1,stickiness,-0.6856
com.google.flood2,23,M1,dau,-4.3749
com.google.flood2,23,M1,crash_rate,-0.3211
com.google.flood2,23,M1,mau,2.9537
com.google.flood2,24,M1,stickiness,-0.694
com.google.flood2,24,M1,dau,-4.5149
com.google.flood2,24,M1,crash_rate,-0.3284
com.google.flood2,24,M1,mau,3.0643
com.google.flood2,25,M1,stickiness,-0.6018
com.google.flood2,25,M1,dau,-2.2824
com.google.flood2,25,M1,crash_rate,-0.5304
com.google.flood2,25,M1,mau,3.2084
com.google.flood2,26,M1,stickiness,-0.6488
com.google.flood2,26,M1,dau,-3.2145
com.google.flood2,26,M1,crash_rate,-0.931
com.google.flood2,26,M1,mau,3.3438
com.google.flood2,27,M1,stickiness,-0.7228
com.google.flood2,27,M1,dau,-5.0221
com.google.flood2,27,M1,crash_rate,-0.7138
com.google.flood2,27,M1,mau,3.4615
com.google.flood2,28,M1,stickiness,-0.7008
com.google.flood2,28,M1,dau,-4.3749
com.google.flood2,28,M1,crash_rate,-0.6682
com.google.flood2,28,M1,mau,3.548
com.google.flood2,29,M1,stickiness,-0.7409
com.google.flood2,29,M1,dau,-5.4009
com.google.flood2,29,M1,crash_rate,-0.3049
com.google.flood2,29,M1,mau,3.6691
com.google.flood2,30,M1,stickiness,-0.7299
com.google.flood2,30,M1,dau,-5.1719
com.google.flood2,30,M1,crash_rate,0.0431
com.google.flood2,30,M1,mau,3.5355
com.google.flood2,31,M1,stickiness,-0.6392
com.google.flood2,31,M1,dau,-2.9809
com.google.flood2,31,M1,crash_rate,-0.2201
com.google.flood2,31,M1,mau,3.368
